Unnamed: 0,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,location_label
3611,Honda City 1.5 V MT,Kochi,5871.24,2011,94832,Petrol,Manual,First,17,1497,118,5,17,location_big
3612,Honda City 1.5 S MT,Coimbatore,8048.04,2012,88381,Petrol,Manual,First,17,1497,118,5,17,location_big
3613,Maruti S Cross DDiS 320 Alpha,Kolkata,11880.44,2016,45194,Diesel,Manual,First,22.7,1598,118,5,22.7,location_small
3614,Maruti SX4 Vxi BSIV,Mumbai,3771.08,2010,66000,Petrol,Manual,Second,16.51,1586,103.2,5,16.51,location_big
3615,Maruti Swift Dzire VDI,Kolkata,6070.52,2014,38578,Diesel,Manual,First,23.4,1248,74,5,23.4,location_small
3616,Maruti Ertiga ZDI,Chennai,12646.92,2015,40000,Diesel,Manual,First,20.77,1248,88.8,7,20.77,location_small
3617,Hyundai i20 1.2 Spotz,Coimbatore,11619.84,2018,20632,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
3618,Hyundai Grand i10 CRDi Magna,Hyderabad,6116.51,2014,73042,Diesel,Manual,First,24,1120,70,5,24,location_big
3619,Honda City i VTEC SV,Delhi,9581,2014,54257,Petrol,Manual,First,17.4,1497,117.3,5,17.4,location_big
3620,Skoda Rapid 1.6 TDI Elegance,Hyderabad,7664.8,2013,93000,Diesel,Manual,First,20.5,1598,103.5,5,20.5,location_big
3621,Mercedes-Benz E-Class E270 CDI,Hyderabad,7128.26,2005,102000,Diesel,Automatic,Second,11,2987,198.5,5,11,location_big
3622,Hyundai Santa Fe 4WD AT,Coimbatore,32759.36,2016,28881,Diesel,Automatic,First,13.01,2199,194.3,7,13.01,location_big
3623,Maruti Alto LXi,Hyderabad,2682.68,2007,52195,Petrol,Manual,First,19.7,796,46.3,5,19.7,location_big
3624,ISUZU D-MAX V-Cross 4X4,Coimbatore,24665.33,2018,20422,Diesel,Manual,First,12.4,2499,134,5,12.4,location_big
3625,Hyundai Verna 1.4 CRDi GL,Kolkata,6285.14,2012,38000,Diesel,Manual,First,24.8,1396,88.7,5,24.8,location_small
3626,Ford Figo Diesel ZXI,Coimbatore,5457.34,2015,92885,Diesel,Manual,First,20,1399,68,5,20,location_big
3627,Honda City 1.5 S MT,Pune,6453.76,2010,43000,Petrol,Manual,Second,17,1497,118,5,17,location_small
3629,Hyundai Verna 1.6 CRDi S,Delhi,10117.54,2015,57000,Diesel,Manual,First,23.9,1582,126.2,5,23.9,location_big
3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,21997.98,2018,32434,Petrol,Automatic,First,13,1591,121.3,5,13,location_big
3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,14563.12,2017,32000,Diesel,Manual,First,22.7,1498,89.84,5,22.7,location_big
3632,BMW X6 xDrive30d,Delhi,33571.82,2011,59000,Diesel,Automatic,First,11.2,2993,241,4,11.2,location_big
3633,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,46678.63,2016,76467,Diesel,Automatic,First,18.12,1995,190,5,18.12,location_big
3634,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,7818.1,2016,100000,Diesel,Manual,First,25.83,1498,99,5,25.83,location_big
3635,Hyundai Verna VTVT 1.6 AT EX,Pune,8339.3,2013,37086,Petrol,Automatic,First,17,1591,121.3,5,17,location_small
3636,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2452.74,2010,135000,Diesel,Manual,First,13.8,1399,68,5,13.8,location_small
3637,Audi A6 2011-2015 2.0 TDI,Kochi,25554.44,2014,54862,Diesel,Automatic,First,17.68,1968,174.33,5,17.68,location_big
3639,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,5901.9,2012,56200,Petrol,Automatic,First,15,1396,98.6,5,15,location_small
3640,Toyota Fortuner 2.8 4WD MT,Kochi,16310.69,2011,169006,Diesel,Manual,First,14.24,2755,174.5,7,14.24,location_big
3641,Renault KWID RXT,Bangalore,5365.36,2016,20229,Petrol,Manual,First,25.17,799,53.3,5,25.17,location_big
3642,Chevrolet Spark 1.0 LT,Chennai,1686.26,2008,62000,Petrol,Manual,Third,18,995,62,5,18,location_small
3643,Hyundai Verna Transform VTVT,Hyderabad,3985.7,2011,51500,Petrol,Manual,Second,16.2,1599,103.2,5,16.2,location_big
3644,BMW 3 Series 320d Sport Line,Hyderabad,28359.76,2012,69000,Diesel,Automatic,First,18.88,1995,184,5,18.88,location_big
3646,Maruti Swift Dzire VDI,Hyderabad,12187.03,2015,62476,Diesel,Manual,First,26.59,1248,74,5,26.59,location_big
3647,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,8415.95,2017,60500,Diesel,Manual,First,25.4,1186,73.97,5,25.4,location_small
3648,Honda Jazz V CVT,Mumbai,10654.07,2017,17978,Petrol,Automatic,First,19,1199,88.7,5,19,location_big
3649,Tata Indigo LS,Jaipur,1532.96,2008,300000,Diesel,Manual,First,17,1405,70,5,17,location_small
3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,6821.67,2013,123000,Diesel,Manual,Second,17.8,1399,67,5,17.8,location_small
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,10715.39,2016,45296,Diesel,Manual,First,25.1,1248,88.5,5,25.1,location_small
3652,Maruti SX4 Zxi with Leather BSIII,Coimbatore,5380.69,2008,77325,Petrol,Manual,First,15.6,1586,104.68,5,15.6,location_big
3653,Maruti Baleno Zeta Automatic,Kochi,11558.52,2018,25858,Petrol,Automatic,First,21.4,1197,83.1,5,21.4,location_big
3654,Maruti Ritz LDi,Bangalore,5595.3,2016,120000,Diesel,Manual,First,23.2,1248,73.94,5,23.2,location_big
3655,Hyundai Elantra CRDi SX AT,Ahmedabad,24527.36,2016,22000,Diesel,Automatic,First,19.5,1582,126.24,5,19.5,location_big
3656,Chevrolet Spark 1.0 LT,Kolkata,2146.14,2012,11000,Petrol,Manual,First,16.2,995,62.1,5,16.2,location_small
3657,Hyundai i20 1.2 Spotz,Mumbai,9887.59,2017,3900,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,6745.02,2016,106092,Diesel,Manual,First,24.4,1120,71,5,24.4,location_big
3659,Honda Jazz 1.2 V CVT i VTEC,Delhi,9121.11,2015,27000,Petrol,Automatic,First,19,1199,88.7,5,19,location_big
3660,Honda Brio S MT,Ahmedabad,5978.54,2013,11000,Petrol,Manual,First,19.4,1198,86.8,5,19.4,location_big
3661,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,54082.83,2016,39753,Diesel,Automatic,First,13,2143,201.1,5,13,location_big
3662,Tata Hexa XT,Pune,21844.68,2017,39800,Diesel,Manual,First,17.6,2179,153.86,7,17.6,location_small
3663,Hyundai Xcent 1.1 CRDi Base,Pune,6898.32,2017,73000,Diesel,Manual,First,24.4,1120,71,5,24.4,location_small
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,11497.2,2015,55000,Diesel,Manual,First,22.7,1498,89.84,5,22.7,location_small
3665,Tata Nano XTA,Coimbatore,5227.39,2017,18351,Petrol,Automatic,First,21.9,624,37.48,4,21.9,location_big
3666,Honda Brio VX,Pune,4982.12,2013,45000,Petrol,Manual,Second,19.4,1198,86.8,5,19.4,location_small
3667,Maruti Ertiga SHVS ZDI Plus,Hyderabad,12723.57,2016,112200,Diesel,Manual,First,24.52,1248,88.5,7,24.52,location_big
3668,Hyundai i10 Sportz 1.2,Bangalore,5288.71,2010,29000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
3670,Mahindra XUV500 W10 2WD,Mumbai,18318.87,2015,53392,Diesel,Manual,First,16,2179,140,7,16,location_big
3671,Volkswagen Vento Diesel Highline,Hyderabad,6515.08,2010,71000,Diesel,Manual,First,20.54,1598,103.6,5,20.54,location_big
3672,Tata Safari Storme 2012-2015 VX,Hyderabad,12646.92,2014,93000,Diesel,Manual,First,14,2179,138.1,7,14,location_big
3673,Honda Accord 2.4 Elegance M/T,Hyderabad,9121.11,2010,119000,Petrol,Manual,First,10.2,2354,180,5,10.2,location_big
3674,Maruti Eeco 7 Seater Standard,Coimbatore,6591.73,2016,42225,Petrol,Manual,First,15.1,1196,73,7,15.1,location_big
3675,Maruti Swift VDI,Ahmedabad,5978.54,2012,65000,Diesel,Manual,First,22.9,1248,74,5,22.9,location_big
3676,Maruti Baleno Zeta Automatic,Pune,9826.27,2016,27809,Petrol,Automatic,First,21.4,1197,83.1,5,21.4,location_small
3677,Mahindra XUV500 W8 2WD,Coimbatore,12815.55,2015,65100,Diesel,Manual,First,15.1,2179,140,7,15.1,location_big
3678,Hyundai Xcent 1.2 Kappa S,Chennai,5901.9,2014,51000,Petrol,Manual,First,19.1,1197,82,5,19.1,location_small
3679,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,55186.56,2017,10000,Diesel,Automatic,First,19.27,2143,167.62,5,19.27,location_big
3680,Skoda Superb 1.8 TSI MT,Kolkata,11497.2,2011,54895,Petrol,Manual,First,13.14,1798,160,5,13.14,location_small
3681,Volkswagen CrossPolo 1.5 TDI,Hyderabad,8737.87,2015,80768,Diesel,Manual,First,20.14,1498,88.73,5,20.14,location_big
3682,Maruti Ignis 1.2 Delta,Kochi,8431.28,2019,12076,Petrol,Manual,First,20.89,1197,81.8,5,20.89,location_big
3683,Maruti Swift VDI BSIV,Chennai,9044.46,2016,49000,Diesel,Manual,First,25.2,1248,74,5,25.2,location_small
3684,Honda City i VTEC VX Option,Mumbai,11880.44,2015,42366,Petrol,Manual,First,17.8,1497,117.3,5,17.8,location_big
3685,BMW 5 Series 530d Highline Sedan,Ahmedabad,27593.28,2010,68000,Diesel,Automatic,First,11.5,2993,235,5,11.5,location_big
3686,Skoda Laura Ambiente,Hyderabad,6745.02,2008,122397,Diesel,Manual,First,17.5,1896,106,5,17.5,location_big
3687,Volkswagen Polo GT TSI,Coimbatore,12677.58,2017,50534,Petrol,Automatic,First,17.21,1197,103.5,5,17.21,location_big
3688,Renault Duster 85PS Diesel RxL,Ahmedabad,7281.56,2014,55300,Diesel,Manual,First,19.87,1461,83.8,5,19.87,location_big
3689,Honda City 1.5 S AT,Hyderabad,5825.25,2008,73095,Petrol,Automatic,First,16.8,1497,118,5,16.8,location_big
3690,Volkswagen Vento Diesel Highline,Ahmedabad,5212.06,2011,51100,Diesel,Manual,First,20.54,1598,103.6,5,20.54,location_big
3691,Hyundai Grand i10 Sportz,Pune,7204.91,2016,13436,Petrol,Manual,Second,18.9,1197,82,5,18.9,location_small
3692,Ford Fiesta 1.4 ZXi Duratec,Pune,2284.11,2008,76000,Petrol,Manual,Second,16.6,1388,68,5,16.6,location_small
3693,Hyundai Xcent 1.1 CRDi S,Mumbai,6898.32,2016,63141,Diesel,Manual,Second,24.4,1120,71,5,24.4,location_big
3694,Honda Amaze VX i-DTEC,Hyderabad,8277.98,2014,74885,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_big
3695,Honda City i VTEC CVT VX,Hyderabad,17629.04,2016,14000,Petrol,Automatic,First,18,1497,117.3,5,18,location_big
3696,Renault Fluence 1.5,Pune,5365.36,2012,56000,Diesel,Manual,Second,20.4,1461,108.5,5,20.4,location_small
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,25293.84,2010,46000,Diesel,Automatic,First,22.48,1995,190,5,22.48,location_big
3698,Maruti SX4 ZXI MT BSIV,Mumbai,5978.54,2012,51800,Petrol,Manual,First,15.5,1586,103.3,5,15.5,location_big
3699,Honda City ZX CVT,Hyderabad,4982.12,2007,81000,Petrol,Automatic,First,16.4,1497,78,5,16.4,location_big
3700,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,8952.49,2018,17370,Petrol,Manual,First,17,1198,73.75,5,17,location_big
3701,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,8814.52,2016,18456,Petrol,Manual,First,17,1198,73.75,5,17,location_big
3702,Audi A4 2.0 TDI Multitronic,Delhi,15329.6,2010,59000,Diesel,Automatic,First,16.55,1968,140,5,16.55,location_big
3703,Maruti Wagon R VXI,Mumbai,1609.61,2006,141537,Petrol,Manual,Second,18.9,998,67.1,5,18.9,location_big
3704,Hyundai Verna SX CRDi AT,Delhi,8645.89,2013,51000,Diesel,Automatic,First,19.08,1582,126.32,5,19.08,location_big
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,78134.97,2019,29311,Diesel,Automatic,First,17.9,2143,170,5,17.9,location_big
3706,BMW 3 Series Luxury Line,Mumbai,45912.15,2016,31000,Diesel,Automatic,First,21.76,1995,190,5,21.76,location_big
3707,Honda Mobilio V Option i DTEC,Mumbai,7434.86,2014,80000,Diesel,Manual,Second,24.2,1498,98.6,7,24.2,location_big
3708,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,22227.92,2016,33000,Diesel,Automatic,First,17.01,1582,126.2,5,17.01,location_big
3709,Honda City 1.5 S MT,Hyderabad,8431.28,2011,71556,Petrol,Manual,First,17,1497,118,5,17,location_big
3710,Ford Fiesta 1.4 TDCi EXI,Bangalore,4905.47,2011,85000,Diesel,Manual,First,17.8,1399,68,5,17.8,location_big
3711,Maruti Swift Dzire LDI,Chennai,6898.32,2016,91000,Diesel,Manual,First,26.59,1248,74,5,26.59,location_small
3712,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,47092.53,2015,73187,Diesel,Automatic,First,13,2143,204,5,13,location_big
3713,Chevrolet Captiva LT,Jaipur,5365.36,2009,232000,Diesel,Manual,First,11.5,1991,147.9,7,11.5,location_small
3714,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,10715.39,2007,127079,Diesel,Manual,First,12.8,2494,102,7,12.8,location_big
3715,Mahindra Quanto C8,Kochi,5288.71,2014,58816,Diesel,Manual,First,17.21,1493,100,7,17.21,location_big
3716,Honda City i VTEC V,Kochi,10071.55,2015,63818,Petrol,Manual,First,17.4,1497,117.3,5,17.4,location_big
3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,26826.8,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,17.11,location_small
3718,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,5748.6,2013,77445,Diesel,Manual,First,22.07,1199,73.9,5,22.07,location_big
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,15314.27,2017,14000,Petrol,Automatic,First,14.8,1497,121.36,5,14.8,location_small
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,12570.27,2012,85122,Diesel,Manual,First,12.99,2494,100,7,12.99,location_small
3721,Honda City 1.5 EXI,Jaipur,1686.26,2005,123000,Petrol,Manual,Third,13,1493,100,5,13,location_small
3722,Maruti SX4 Green Vxi (CNG),Kochi,5963.21,2015,61000,CNG,Manual,First,22.1,1586,85.7,5,31.57142857,location_big
3723,Maruti Alto 800 2016-2019 LXI Optional,Chennai,3755.75,2015,63714,Petrol,Manual,First,24.7,796,47.3,5,24.7,location_small
3724,Mercedes-Benz M-Class ML 320 CDI,Pune,21078.2,2009,53000,Diesel,Automatic,First,8.7,2987,224.34,5,8.7,location_small
3725,Maruti Swift Dzire LDI,Kolkata,4598.88,2017,60000,Diesel,Manual,First,26.59,1248,74,5,26.59,location_small
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,14179.88,2017,33000,Diesel,Manual,First,24.3,1248,88.5,5,24.3,location_big
3727,Volvo S60 D5 Summum,Mumbai,27056.74,2013,31000,Diesel,Automatic,First,13.2,2400,215,5,13.2,location_big
3728,Toyota Fortuner 4x2 AT,Delhi,27976.52,2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7,12.55,location_big
3729,Hyundai i20 Sportz Option Diesel,Kochi,5288.71,2013,67914,Diesel,Manual,First,23,1396,90,5,23,location_big
3730,Audi A4 35 TDI Premium,Bangalore,36407.8,2015,58970,Diesel,Automatic,First,17.11,1968,174.33,5,17.11,location_big
3731,Nissan Terrano XV D Pre,Mumbai,8354.63,2013,60000,Diesel,Manual,Second,19.64,1461,108.5,5,19.64,location_big
3732,Maruti Celerio ZXI AMT,Coimbatore,8048.04,2017,35225,Petrol,Automatic,First,23.1,998,67.04,5,23.1,location_big
3734,Hyundai i10 Sportz AT,Delhi,4445.58,2012,62282,Petrol,Automatic,First,16.95,1197,78.9,5,16.95,location_big
3735,BMW 3 Series 320d,Hyderabad,21768.03,2010,80000,Diesel,Automatic,First,22.69,1995,190,5,22.69,location_big
3736,Hyundai Grand i10 Sportz,Kochi,8891.17,2018,43698,Petrol,Manual,First,18.9,1197,82,5,18.9,location_big
3737,Hyundai Grand i10 Asta Option AT,Coimbatore,11067.97,2017,28052,Petrol,Automatic,First,18.9,1197,82,5,18.9,location_big
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,7465.52,2016,29091,Petrol,Manual,First,18.9,1197,81.86,5,18.9,location_big
3739,Volkswagen Polo 1.2 MPI Comfortline,Delhi,5058.77,2013,63000,Petrol,Manual,First,16.47,1198,74,5,16.47,location_big
3740,Honda City ZX EXi,Hyderabad,4598.88,2007,91000,Petrol,Manual,Second,17.7,1497,78,5,17.7,location_big
3741,Mercedes-Benz GLA Class 200 CDI,Hyderabad,39856.96,2014,30000,Diesel,Automatic,First,17.9,2143,136,5,17.9,location_big
3742,Maruti Omni 8 Seater BSIV,Hyderabad,4445.58,2017,24571,Petrol,Manual,First,14,796,35,5,14,location_big
3743,Hyundai Verna 1.6 SX VTVT AT,Bangalore,11497.2,2014,45000,Petrol,Automatic,First,15.74,1591,121.3,5,15.74,location_big
3744,Maruti Alto 800 LXI,Hyderabad,3617.79,2015,24617,Petrol,Manual,First,22.74,796,47.3,5,22.74,location_big
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,17460.41,2017,26927,Diesel,Manual,First,24.3,1248,88.5,5,24.3,location_big
3746,Mahindra XUV500 W8 2WD,Kochi,10761.38,2013,87736,Diesel,Manual,First,15.1,2179,140,7,15.1,location_big
3747,Maruti Vitara Brezza ZDi,Delhi,12263.68,2016,35299,Diesel,Manual,First,24.3,1248,88.5,5,24.3,location_big
3748,Hyundai i20 1.2 Spotz,Kochi,10899.35,2017,51612,Petrol,Manual,First,18.6,1197,81.83,5,18.6,location_big
3749,Mercedes-Benz E-Class 250 D W 210,Mumbai,5978.54,1998,55300,Diesel,Automatic,First,10,1796,157.7,5,10,location_big
3750,Maruti Alto LXi,Hyderabad,3295.86,2009,65090,Petrol,Manual,First,19.7,796,46.3,5,19.7,location_big
3751,Honda Amaze S i-Vtech,Kolkata,4982.12,2013,40000,Petrol,Manual,First,18,1198,86.7,5,18,location_small
3752,Land Rover Range Rover Sport HSE,Kochi,108318.95,2015,38467,Diesel,Automatic,First,12.65,2993,255,5,12.65,location_big
3753,Hyundai Grand i10 CRDi Magna,Mumbai,7066.95,2013,71904,Diesel,Manual,First,24,1120,70,5,24,location_big
3754,Honda Civic 2006-2010 1.8 S MT,Mumbai,3602.46,2008,87000,Petrol,Manual,First,13.5,1799,130,5,13.5,location_big
3755,Hyundai Grand i10 CRDi Magna,Chennai,6208.49,2014,33000,Diesel,Manual,Second,24,1120,70,5,24,location_small
3756,Maruti 800 AC Uniq,Jaipur,1226.37,2009,22100,Petrol,Manual,Second,16.1,796,37,4,16.1,location_small
3757,Toyota Etios Liva Diesel,Hyderabad,8584.58,2014,59589,Diesel,Manual,First,23.59,1364,67.1,5,23.59,location_big
3758,Hyundai i20 Magna 1.4 CRDi,Delhi,8201.34,2015,44000,Diesel,Manual,First,22.54,1396,88.73,5,22.54,location_big
3759,Maruti Alto K10 VXI,Mumbai,4982.12,2017,12000,Petrol,Manual,First,24.07,998,67.1,5,24.07,location_big
3760,BMW X1 sDrive20d,Pune,17629.04,2012,66000,Diesel,Automatic,Second,17.05,1995,184,5,17.05,location_small
3761,Maruti Celerio VXI AT,Pune,6515.08,2016,38009,Petrol,Automatic,First,23.1,998,67.04,5,23.1,location_small
3762,Skoda Superb Elegance 1.8 TSI AT,Mumbai,6821.67,2009,35000,Petrol,Automatic,Second,13.7,1798,157.75,5,13.7,location_big
3763,Mahindra Xylo E4,Pune,4368.94,2009,70000,Diesel,Manual,First,14,2498,112,7,14,location_small
3764,Mahindra XUV500 W8 2WD,Delhi,12033.74,2014,86000,Diesel,Manual,First,15.1,2179,140,7,15.1,location_big
3765,Maruti Swift Dzire VXI,Pune,8124.69,2016,32000,Petrol,Manual,First,19.1,1197,85.8,5,19.1,location_small
3766,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,12263.68,2017,15000,Petrol,Manual,First,18.88,999,123.24,5,18.88,location_big
3767,Toyota Corolla Altis Diesel D4DG,Coimbatore,14455.81,2014,69918,Diesel,Manual,First,21.43,1364,87.2,5,21.43,location_big
3768,Hyundai i20 2015-2017 1.2 Magna,Pune,4215.64,2012,39000,Petrol,Manual,First,18.5,1197,80,5,18.5,location_small
3769,Renault Captur 1.5 Diesel Platine Mono,Mumbai,20694.96,2018,1011,Diesel,Manual,First,20.37,1461,108.45,5,20.37,location_big
3770,Mercedes-Benz E-Class 280 CDI,Hyderabad,15314.27,2009,85000,Diesel,Automatic,First,11,2987,198.5,5,11,location_big
3771,Maruti Baleno RS 1.0 Petrol,Chennai,10654.07,2017,46663,Petrol,Manual,First,21.1,998,100,5,21.1,location_small
3772,Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,10347.48,2015,27000,Petrol,Automatic,First,17.97,1498,99.6,5,17.97,location_small
3773,Hyundai Grand i10 AT Asta,Chennai,8431.28,2015,15000,Petrol,Automatic,First,18.9,1197,82,5,18.9,location_small
3774,Maruti Ciaz Zeta,Kochi,14072.57,2018,10575,Petrol,Manual,First,21.56,1462,103.25,5,21.56,location_big
3775,Hyundai Xcent 1.2 Kappa S,Jaipur,6361.78,2014,12500,Petrol,Manual,First,19.1,1197,82,5,19.1,location_small
3776,Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,9964.24,2012,52000,Diesel,Manual,First,22.32,1582,126.32,5,22.32,location_big
3777,Maruti Wagon R VXI 1.2,Kochi,6300.47,2015,49818,Petrol,Manual,First,21.5,1197,81.8,5,21.5,location_big
3778,Hyundai Verna CRDi,Hyderabad,3449.16,2008,90000,Diesel,Manual,Second,16.8,1493,110,5,16.8,location_big
3779,Toyota Etios Liva G,Kochi,6990.3,2015,52207,Petrol,Manual,First,17.71,1197,78.9,5,17.71,location_big
3780,Mahindra Xylo E4 ABS BS III,Pune,6131.84,2013,167362,Diesel,Manual,First,11.68,2498,112,7,11.68,location_small
3781,Toyota Etios Liva GD,Coimbatore,8078.7,2015,49894,Diesel,Manual,First,23.59,1364,67.06,5,23.59,location_big
3782,Mahindra Thar DI 4X4,Kochi,13965.27,2019,13024,Diesel,Manual,First,18.06,2523,63,7,18.06,location_big
3783,Nissan X-Trail SLX MT,Pune,9504.35,2010,128000,Diesel,Manual,Second,14.42,1995,147.6,5,14.42,location_small
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,30613.21,2017,26023,Diesel,Automatic,First,11.36,2755,171.5,7,11.36,location_big
3785,Hyundai Creta 1.4 CRDi S,Delhi,15590.2,2016,42784,Diesel,Manual,First,21.38,1396,88.7,5,21.38,location_big
3786,Maruti Swift VDI,Pune,6898.32,2014,115000,Diesel,Manual,First,28.4,1248,74,5,28.4,location_small
3787,Hyundai Verna 1.6 CRDI SX Option,Kochi,21890.67,2019,30529,Diesel,Manual,First,23.9,1582,126.2,5,23.9,location_big
3788,Maruti Alto LXi BSIII,Kochi,3786.41,2012,14814,Petrol,Manual,Second,19.7,796,46.3,5,19.7,location_big
3789,Maruti S Cross DDiS 200 Alpha,Ahmedabad,12110.38,2016,58000,Diesel,Manual,First,23.65,1248,88.5,5,23.65,location_big
3790,Hyundai EON Era,Hyderabad,3525.81,2011,68128,Petrol,Manual,First,21.1,814,55.2,5,21.1,location_big
3791,Nissan Terrano XL,Hyderabad,9964.24,2013,63220,Petrol,Manual,First,13.24,1598,102.5,5,13.24,location_big
3792,Hyundai EON Era,Hyderabad,4982.12,2016,30000,Petrol,Manual,First,21.1,814,55.2,5,21.1,location_big
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,8967.82,2017,27768,Diesel,Manual,First,20.65,1248,88.7,5,20.65,location_big
3794,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,44455.84,2014,53000,Diesel,Automatic,Second,14.21,2143,203,5,14.21,location_big
3795,Audi Q5 2.0 TDI Premium Plus,Coimbatore,39412.4,2014,87652,Diesel,Automatic,Second,14.16,1968,174.3,5,14.16,location_big
3796,Ford Fiesta 1.6 ZXi Leather,Chennai,2835.98,2008,94873,Petrol,Manual,Second,15.3,1596,101,5,15.3,location_small
3797,BMW 3 Series 320d Prestige,Mumbai,34874.84,2015,56000,Diesel,Automatic,First,18.88,1995,184,5,18.88,location_big
3798,Maruti Baleno RS 1.0 Petrol,Kochi,12754.23,2018,18678,Petrol,Manual,First,21.1,998,100,5,21.1,location_big
3799,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,39856.96,2014,30000,Diesel,Automatic,First,14.21,2143,203,5,14.21,location_big
3801,Hyundai i10 Sportz 1.2,Hyderabad,5288.71,2013,59000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
3802,Hyundai Grand i10 Asta Option,Mumbai,7894.74,2017,13000,Petrol,Manual,First,18.9,1197,82,5,18.9,location_big
3803,Honda Brio S MT,Kochi,5380.69,2014,74325,Petrol,Manual,First,19.4,1198,86.8,5,19.4,location_big
3804,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,5288.71,2015,45000,Diesel,Manual,First,21.9,1396,88.76,5,21.9,location_small
