,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new
2755,Honda Brio S Option MT,Kochi,5733.27,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,18.4
2756,Maruti Swift VXI Optional,Kochi,8983.15,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,20.4
2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60735.88,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27
2758,Maruti Swift VDI Optional,Coimbatore,10807.37,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,25.2
2759,Maruti Swift AMT VDI,Delhi,11497.2,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,28.4
2760,Chevrolet Beat Diesel LS,Chennai,3219.22,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,25.44
2761,Skoda Superb Elegance 1.8 TSI AT,Delhi,17782.34,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.7
2762,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,29509.48,2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,14.84
2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,27470.64,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,13.68
2764,Hyundai i10 Sportz,Kolkata,5518.66,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
2765,Honda Amaze S i-DTEC,Ahmedabad,6898.32,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,25.8
2766,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,11343.9,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,21.9
2767,Mercedes-Benz GLE 350d,Coimbatore,90889.2,2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,11.57
2768,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,8431.28,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,12.05
2769,Hyundai Getz GLE,Bangalore,2682.68,2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,15.3
2770,Maruti Baleno Alpha,Mumbai,10347.48,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4
2771,Chevrolet Optra Magnum 2.0 LT,Chennai,6055.19,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,16.52
2772,Hyundai Verna 1.6 SX VTVT (O),Mumbai,6438.43,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,17.1
2773,Honda City 1.5 V MT,Hyderabad,12876.86,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
2774,Volkswagen Polo GT TSI,Mumbai,12646.92,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,17.21
2775,Honda Brio E MT,Bangalore,5074.1,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4
2776,Maruti Swift Dzire VDI,Ahmedabad,11497.2,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,26.59
2777,Honda City 1.5 V MT Exclusive,Pune,7281.56,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
2778,Mahindra Ssangyong Rexton RX7,Pune,13474.72,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,11.18
2779,Skoda Superb Elegance 1.8 TSI MT,Pune,14563.12,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,13.1
2781,Maruti Alto LXi,Kolkata,2376.09,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7
2782,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,8967.82,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,23.0
2783,Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,11527.86,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,15.8
2784,Nissan Micra Diesel XV,Hyderabad,5518.66,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,23.08
2785,Honda Brio E MT,Kochi,7250.9,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4
2786,Mahindra Ssangyong Rexton RX7,Delhi,16096.08,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,11.18
2787,BMW 7 Series 730Ld Sedan,Coimbatore,52948.44,2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,16.46
2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,9305.07,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9
2789,Maruti Baleno Delta 1.2,Coimbatore,11895.77,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4
2790,Mahindra Xylo E8 ABS BS IV,Coimbatore,11435.88,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,11.68
2791,Renault Fluence Diesel E4,Delhi,5350.03,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,21.8
2792,Hyundai i20 1.2 Magna,Coimbatore,6208.49,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,18.5
2793,Mitsubishi Pajero 2.8 SFX,Kochi,18211.56,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,10.5
2794,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,9887.59,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,14.53
2795,BMW X5 X5 M,Pune,76648.0,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,15.97
2796,BMW 3 Series 2005-2011 325i Sedan,Pune,13796.64,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,10.9
2797,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,21844.68,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17.01
2798,Mahindra TUV 300 2015-2019 T8,Coimbatore,11282.59,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,18.49
2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,6745.02,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,12.05
2800,Renault KWID RXT,Mumbai,4752.18,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17
2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,6561.07,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,22.5
2802,Maruti Swift VXi BSIV,Pune,8431.28,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,16.1
2803,Skoda Laura 1.9 TDI AT Ambiente,Kolkata,10715.39,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,17.0
2804,Maruti Alto 800 2016-2019 VXI,Coimbatore,6576.4,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,24.7
2805,Maruti Swift VXI,Delhi,6438.43,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,18.6
2806,Hyundai i20 1.4 CRDi Sportz,Pune,6300.47,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,23.0
2807,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,28743.0,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,15.73
2808,Mercedes-Benz GLE 350d,Mumbai,99565.75,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,11.57
2809,Hyundai i10 Era,Mumbai,2437.41,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,19.81
2810,Maruti Wagon R LXI Optional,Kolkata,5518.66,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51
2811,Honda City i VTEC V,Kochi,12064.4,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,17.8
2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,8507.93,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9
2813,Honda City i DTEC VX,Jaipur,9810.94,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,25.1
2814,Maruti Swift Dzire VXi,Mumbai,4062.34,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,17.5
2815,Maruti Swift Dzire ZXi,Delhi,8431.28,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,17.5
2816,Mahindra XUV500 W8 2WD,Kochi,11205.94,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1
2817,Maruti Ciaz ZDi Plus SHVS,Jaipur,10884.02,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09
2818,Hyundai Verna 1.6 SX CRDi (O),Kochi,12003.08,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,22.32
2819,Hyundai Accent CRDi,Mumbai,1303.02,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,13.1
2820,Honda Brio S MT,Mumbai,5442.01,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4
2821,Hyundai i20 Active 1.2 SX,Coimbatore,12554.94,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,17.19
2822,BMW 3 Series 320d Sport Line,Pune,42922.88,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,18.88
2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,19928.48,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,16.96
2824,Volkswagen Polo Petrol Highline 1.6L,Chennai,5043.44,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,15.26
2825,Maruti Swift VXi BSIV,Pune,6760.35,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,16.1
2826,Renault Duster 110PS Diesel RxZ,Kolkata,7649.47,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,19.01
2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,27562.62,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,18.56
2828,Fiat Avventura MULTIJET Emotion,Coimbatore,11819.12,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,20.5
2829,Maruti Wagon R Stingray VXI,Delhi,4292.29,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51
2830,Chevrolet Sail Hatchback LS ABS,Kolkata,4598.88,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,22.1
2831,Mahindra XUV500 W8 2WD,Coimbatore,19146.67,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1
2832,Tata Zest Quadrajet 1.3,Kochi,7664.8,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,23.0
2833,BMW X3 xDrive20d xLine,Kochi,50035.81,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,18.56
2834,Maruti Swift VDI BSIV,Chennai,9964.24,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,25.2
2835,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,53653.6,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,18.12
2836,Tata Indigo CS eVX,Chennai,3065.92,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,25.0
2837,Mahindra XUV500 W8 2WD,Kochi,14501.8,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1
2838,Audi Q7 35 TDI Quattro Premium Plus,Kochi,59785.44,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,12.07
2839,BMW 5 Series 2003-2012 520d,Hyderabad,22994.4,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,18.48
2840,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,9427.7,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,17.1
2841,Hyundai Santa Fe 4WD AT,Pune,22227.92,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,13.01
2843,Maruti Wagon R AMT VXI,Kochi,7940.73,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,20.51
2844,Maruti Wagon R LX BSIII,Pune,1900.87,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,17.3
2845,Hyundai i20 Sportz 1.2,Kolkata,4292.29,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,18.5
2846,Skoda Superb Elegance 1.8 TSI AT,Kochi,8017.38,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,13.7
2847,Hyundai Getz GLS,Pune,689.83,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,15.3
2848,Maruti Wagon R LXI BS IV,Delhi,4982.12,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9
2849,Maruti Omni MPI CARGO BSIV,Kolkata,2299.44,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,16.8
2850,Hyundai i10 Magna 1.2,Mumbai,4368.94,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
2851,Renault KWID 1.0 RXT Optional,Kochi,6898.32,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,21.7
2852,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,24910.6,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,15.0
2853,Volkswagen Polo GT TSI,Mumbai,11880.44,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,17.21
2854,Mahindra Scorpio VLX 4WD,Bangalore,6668.38,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,12.05
2855,Toyota Fortuner 2.8 2WD AT,Kochi,50786.96,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,12.9
2856,Chevrolet Beat Diesel LT,Coimbatore,5564.64,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,25.44
2857,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,7281.56,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,12.8
2858,Maruti Swift Dzire VXI,Kochi,9979.57,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,20.85
2859,Renault KWID Climber 1.0 MT,Hyderabad,7358.21,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,21.7
2860,Tata Bolt Quadrajet XM,Hyderabad,9197.76,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,22.95
2861,Hyundai Grand i10 Asta,Coimbatore,9810.94,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
2862,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,7511.5,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,20.34
2863,Audi A6 2011-2015 2.0 TDI,Coimbatore,31532.99,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68
2864,Maruti Swift Dzire Ldi BSIV,Kolkata,7296.89,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,19.3
2865,Chevrolet Spark 1.0 LT,Kochi,3065.92,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,18.0
2866,BMW 3 Series 320d,Coimbatore,15206.96,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,22.69
2867,Hyundai EON Era Plus,Kochi,5656.62,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1
2868,Maruti Swift Dzire VDI,Hyderabad,8814.52,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4
2869,Volkswagen CrossPolo 1.5 TDI,Hyderabad,8737.87,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,20.14
2870,Honda Amaze E i-Vtech,Coimbatore,7572.82,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0
2871,Volkswagen Vento Petrol Highline AT,Kochi,6576.4,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,14.4
2872,Maruti Wagon R Stingray VXI,Kolkata,4598.88,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51
2873,Volkswagen Polo 1.5 TDI Highline,Hyderabad,9964.24,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,20.14
2874,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,7511.5,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,16.47
2875,Honda Amaze SX i-DTEC,Kochi,8277.98,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8
2876,Audi A6 35 TDI Matrix,Delhi,36791.04,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,18.53
2877,Tata Tigor 1.05 Revotorq XZ Option,Kochi,11435.88,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,24.7
2878,Volkswagen Vento 1.5 TDI Highline AT,Kochi,14716.42,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,21.5
2879,Audi A6 35 TDI Matrix,Hyderabad,38324.0,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,18.53
2880,Nissan Terrano XL 110 PS,Hyderabad,10424.13,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,19.01
2881,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,13168.13,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,21.66
2882,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,8109.36,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,25.83
2883,Tata Venture EX,Pune,3832.4,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,15.42
2884,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,21308.14,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,14.84
2885,Toyota Fortuner 4x2 Manual,Jaipur,30659.2,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.0
2886,Honda City 1.5 V MT,Delhi,5212.06,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,17.0
2887,Hyundai i20 Asta Option 1.2,Mumbai,8431.28,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6
2888,Volkswagen Vento Diesel Trendline,Hyderabad,5595.3,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,20.54
2889,Ford Endeavour 2.5L 4X2 MT,Kochi,8983.15,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,13.1
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,16004.1,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14.8
2891,Maruti Swift VDI BSIV,Bangalore,7664.8,2013,58291,Diesel,Manual,First,17.8,1248.0,74.0,5.0,17.8
2892,Hyundai i20 Sportz Diesel,Coimbatore,5166.08,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,23.0
2893,Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,10654.07,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,12.99
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,15176.3,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,21.5
2895,Ford Figo Diesel Titanium,Hyderabad,5058.77,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,20.0
2896,Porsche Panamera Diesel,Delhi,77414.48,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,17.85
2897,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,19162.0,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17.01
2898,Audi A4 2.0 TDI Multitronic,Hyderabad,31425.68,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,16.55
2899,Mahindra XUV500 W8 4WD,Kolkata,22227.92,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0
2900,ISUZU MUX 4WD,Jaipur,30659.2,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,13.8
2901,Maruti Swift Dzire VDI,Delhi,8048.04,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4
2902,Maruti Ciaz ZXi,Kolkata,9044.46,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,20.73
2903,Hyundai EON Era Plus,Pune,3985.7,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1
2904,Mercedes-Benz E-Class 280 CDI,Chennai,16862.56,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0
2905,BMW 5 Series 2003-2012 520d,Pune,23760.88,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,18.48
2906,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,8814.52,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,24.0
2907,Jaguar XJ 3.0L Portfolio,Hyderabad,114972.0,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,14.47
2908,Maruti Swift Ldi BSIII,Chennai,3065.92,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,17.8
2909,Hyundai Santro Xing GLS,Hyderabad,3525.81,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,17.92
2910,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,12570.27,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,12.8
2911,Hyundai i20 Sportz 1.2,Kolkata,7358.21,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6
2912,Mercedes-Benz E-Class 280 CDI,Mumbai,13030.16,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,11.0
2913,Ford Figo Diesel ZXI,Chennai,4445.58,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,20.0
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,9964.24,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,21.43
2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,8967.82,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9
2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,36653.07,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,16.3
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,11282.59,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,20.89
2918,Toyota Fortuner 3.0 Diesel,Pune,26443.56,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5
2919,Volkswagen Vento Diesel Highline,Jaipur,10730.72,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54
2920,Toyota Innova Crysta 2.4 VX MT,Mumbai,27056.74,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68
2921,Ford Figo Diesel Celebration Edition,Jaipur,3832.4,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,20.0
2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,9197.76,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,23.59
2923,Mahindra Thar DI 4X4,Mumbai,12646.92,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,18.06
2924,Land Rover Range Rover HSE Dynamic,Kochi,68722.6,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,12.7
2925,BMW 3 Series 320d Highline,Delhi,16096.08,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,16.07
2926,Hyundai Accent GLS,Bangalore,2912.62,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,13.2
2927,Maruti Celerio ZXI AT,Jaipur,6515.08,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,23.1
2928,Jaguar XF 2.2 Litre Luxury,Chennai,40623.44,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,16.36
2929,Audi A6 2.7 TDI,Bangalore,34491.6,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,12.4
2930,Nissan Micra Diesel XV,Hyderabad,5058.77,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,23.08
2931,Honda Amaze S i-Vtech,Jaipur,6591.73,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,18.0
2932,Renault Duster 85PS Diesel RxL Option,Chennai,8048.04,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,19.87
2933,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,18012.28,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,12.99
2934,Honda Amaze E i-Vtech,Ahmedabad,6515.08,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0
2935,Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,21798.69,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.94
2936,Toyota Etios Liva G,Chennai,6438.43,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,17.71
2937,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,27976.52,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,11.36
2938,Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,28359.76,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,15.8
2939,Maruti Swift VXI BSIII,Chennai,3679.1,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,16.1
2940,Maruti Baleno Alpha 1.3,Kolkata,9964.24,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,27.39
2941,Hyundai Santro Xing GL Plus LPG,Hyderabad,4905.47,2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,7.078947368421052
2942,Maruti Celerio VXI AT,Mumbai,6116.51,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1
2943,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,8354.63,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7
2944,Tata Manza Aura Quadrajet,Hyderabad,4138.99,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,18.8
2945,Honda Jazz 1.5 SV i DTEC,Mumbai,9581.0,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,27.3
2946,Mahindra XUV500 W8 2WD,Coimbatore,20357.71,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1
2947,Nissan Micra Diesel XV Premium,Hyderabad,5671.95,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,23.08
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60567.25,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27
2949,Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2146.14,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,19.0
2950,Maruti Swift VDI,Kolkata,5365.36,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9
2951,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,5794.59,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,17.5
2952,Tata Indigo eCS LS (TDI) BS-III,Pune,4138.99,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,19.09
2953,Honda Amaze S i-Dtech,Kolkata,4905.47,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8
