,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,Brand,Name_new
2772,Skoda Superb Elegance 1.8 TSI AT,Kochi,8017.38,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,13.7,Skoda,Superb Elegance 1.8 TSI AT
2773,Hyundai Getz GLS,Pune,689.83,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,15.3,Hyundai,Getz GLS
2774,Maruti Wagon R LXI BS IV,Delhi,4982.12,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R LXI BS IV
2775,Maruti Omni MPI CARGO BSIV,Kolkata,2299.44,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,16.8,Maruti,Omni MPI CARGO BSIV
2776,Hyundai i10 Magna 1.2,Mumbai,4368.94,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Magna 1.2
2777,Renault KWID 1.0 RXT Optional,Kochi,6898.32,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,21.7,Renault,KWID 1.0 RXT Optional
2778,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,24910.6,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,15.0,Mercedes-Benz,B Class 2012-2015 B200 Sport CDI
2779,Volkswagen Polo GT TSI,Mumbai,11880.44,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,17.21,Volkswagen,Polo GT TSI
2780,Mahindra Scorpio VLX 4WD,Bangalore,6668.38,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,12.05,Mahindra,Scorpio VLX 4WD
2781,Toyota Fortuner 2.8 2WD AT,Kochi,50786.96,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,12.9,Toyota,Fortuner 2.8 2WD AT
2782,Chevrolet Beat Diesel LT,Coimbatore,5564.64,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,25.44,Chevrolet,Beat Diesel LT
2783,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,7281.56,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,12.8,Toyota,Innova 2.5 G4 Diesel 8-seater
2784,Maruti Swift Dzire VXI,Kochi,9979.57,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,20.85,Maruti,Swift Dzire VXI
2785,Renault KWID Climber 1.0 MT,Hyderabad,7358.21,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,21.7,Renault,KWID Climber 1.0 MT
2786,Tata Bolt Quadrajet XM,Hyderabad,9197.76,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,22.95,Tata,Bolt Quadrajet XM
2787,Hyundai Grand i10 Asta,Coimbatore,9810.94,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 Asta
2788,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,7511.5,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,20.34,Volkswagen,Vento 1.5 TDI Highline
2789,Audi A6 2011-2015 2.0 TDI,Coimbatore,31532.99,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68,Audi,A6 2011-2015 2.0 TDI
2790,Maruti Swift Dzire Ldi BSIV,Kolkata,7296.89,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,19.3,Maruti,Swift Dzire Ldi BSIV
2791,Chevrolet Spark 1.0 LT,Kochi,3065.92,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,18.0,Chevrolet,Spark 1.0 LT
2792,BMW 3 Series 320d,Coimbatore,15206.96,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,22.69,BMW,3 Series 320d
2793,Hyundai EON Era Plus,Kochi,5656.62,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1,Hyundai,EON Era Plus
2794,Maruti Swift Dzire VDI,Hyderabad,8814.52,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4,Maruti,Swift Dzire VDI
2795,Volkswagen CrossPolo 1.5 TDI,Hyderabad,8737.87,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,20.14,Volkswagen,CrossPolo 1.5 TDI
2796,Honda Amaze E i-Vtech,Coimbatore,7572.82,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0,Honda,Amaze E i-Vtech
2797,Volkswagen Vento Petrol Highline AT,Kochi,6576.4,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,14.4,Volkswagen,Vento Petrol Highline AT
2798,Maruti Wagon R Stingray VXI,Kolkata,4598.88,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51,Maruti,Wagon R Stingray VXI
2799,Volkswagen Polo 1.5 TDI Highline,Hyderabad,9964.24,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,20.14,Volkswagen,Polo 1.5 TDI Highline
2800,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,7511.5,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,16.47,Volkswagen,Polo Petrol Comfortline 1.2L
2801,Honda Amaze SX i-DTEC,Kochi,8277.98,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze SX i-DTEC
2802,Audi A6 35 TDI Matrix,Delhi,36791.04,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,18.53,Audi,A6 35 TDI Matrix
2803,Tata Tigor 1.05 Revotorq XZ Option,Kochi,11435.88,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,24.7,Tata,Tigor 1.05 Revotorq XZ Option
2804,Volkswagen Vento 1.5 TDI Highline AT,Kochi,14716.42,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,21.5,Volkswagen,Vento 1.5 TDI Highline AT
2805,Audi A6 35 TDI Matrix,Hyderabad,38324.0,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,18.53,Audi,A6 35 TDI Matrix
2806,Nissan Terrano XL 110 PS,Hyderabad,10424.13,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,19.01,Nissan,Terrano XL 110 PS
2807,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,13168.13,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,21.66,Skoda,Rapid 1.5 TDI AT Elegance
2808,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,8109.36,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,25.83,Ford,Figo Aspire 1.5 TDCi Trend
2809,Tata Venture EX,Pune,3832.4,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,15.42,Tata,Venture EX
2810,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,21308.14,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,14.84,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare
2811,Toyota Fortuner 4x2 Manual,Jaipur,30659.2,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.0,Toyota,Fortuner 4x2 Manual
2812,Honda City 1.5 V MT,Delhi,5212.06,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,17.0,Honda,City 1.5 V MT
2813,Hyundai i20 Asta Option 1.2,Mumbai,8431.28,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6,Hyundai,i20 Asta Option 1.2
2814,Volkswagen Vento Diesel Trendline,Hyderabad,5595.3,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,20.54,Volkswagen,Vento Diesel Trendline
2815,Ford Endeavour 2.5L 4X2 MT,Kochi,8983.15,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,13.1,Ford,Endeavour 2.5L 4X2 MT
2816,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,16004.1,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14.8,Ford,EcoSport 1.5 Petrol Titanium Plus AT
2817,Maruti Swift VDI BSIV,Bangalore,7664.8,2013,58291,Diesel,Manual,First,17.8,1248.0,74.0,5.0,17.8,Maruti,Swift VDI BSIV
2818,Hyundai i20 Sportz Diesel,Coimbatore,5166.08,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,23.0,Hyundai,i20 Sportz Diesel
2819,Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,10654.07,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,12.99,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2820,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,15176.3,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,21.5,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone
2821,Ford Figo Diesel Titanium,Hyderabad,5058.77,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,20.0,Ford,Figo Diesel Titanium
2822,Porsche Panamera Diesel,Delhi,77414.48,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,17.85,Porsche,Panamera Diesel
2823,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,19162.0,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17.01,Hyundai,Creta 1.6 CRDi AT SX Plus
2824,Audi A4 2.0 TDI Multitronic,Hyderabad,31425.68,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,16.55,Audi,A4 2.0 TDI Multitronic
2825,Mahindra XUV500 W8 4WD,Kolkata,22227.92,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,Mahindra,XUV500 W8 4WD
2826,ISUZU MUX 4WD,Jaipur,30659.2,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,13.8,ISUZU,MUX 4WD
2827,Maruti Swift Dzire VDI,Delhi,8048.04,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4,Maruti,Swift Dzire VDI
2828,Maruti Ciaz ZXi,Kolkata,9044.46,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,20.73,Maruti,Ciaz ZXi
2829,Hyundai EON Era Plus,Pune,3985.7,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1,Hyundai,EON Era Plus
2830,Mercedes-Benz E-Class 280 CDI,Chennai,16862.56,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,Mercedes-Benz,E-Class 280 CDI
2831,BMW 5 Series 2003-2012 520d,Pune,23760.88,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,18.48,BMW,5 Series 2003-2012 520d
2832,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,8814.52,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,24.0,Hyundai,Grand i10 1.2 CRDi Sportz Option
2833,Jaguar XJ 3.0L Portfolio,Hyderabad,114972.0,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,14.47,Jaguar,XJ 3.0L Portfolio
2834,Maruti Swift Ldi BSIII,Chennai,3065.92,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,17.8,Maruti,Swift Ldi BSIII
2835,Hyundai Santro Xing GLS,Hyderabad,3525.81,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,17.92,Hyundai,Santro Xing GLS
2836,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,12570.27,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,12.8,Toyota,Innova 2.5 V Diesel 8-seater
2837,Hyundai i20 Sportz 1.2,Kolkata,7358.21,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6,Hyundai,i20 Sportz 1.2
2838,Mercedes-Benz E-Class 280 CDI,Mumbai,13030.16,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,11.0,Mercedes-Benz,E-Class 280 CDI
2839,Ford Figo Diesel ZXI,Chennai,4445.58,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,20.0,Ford,Figo Diesel ZXI
2840,Toyota Corolla Altis 1.4 DG,Ahmedabad,9964.24,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,21.43,Toyota,Corolla Altis 1.4 DG
2841,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,8967.82,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9,Hyundai,Grand i10 1.2 Kappa Sportz
2842,Jeep Compass 2.0 Limited 4X4,Coimbatore,36653.07,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,16.3,Jeep,Compass 2.0 Limited 4X4
2843,Maruti Ignis 1.2 AMT Alpha,Coimbatore,11282.59,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,20.89,Maruti,Ignis 1.2 AMT Alpha
2844,Toyota Fortuner 3.0 Diesel,Pune,26443.56,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5,Toyota,Fortuner 3.0 Diesel
2845,Volkswagen Vento Diesel Highline,Jaipur,10730.72,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54,Volkswagen,Vento Diesel Highline
2846,Toyota Innova Crysta 2.4 VX MT,Mumbai,27056.74,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68,Toyota,Innova Crysta 2.4 VX MT
2847,Ford Figo Diesel Celebration Edition,Jaipur,3832.4,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,20.0,Ford,Figo Diesel Celebration Edition
2848,Toyota Platinum Etios 1.4 GXD,Hyderabad,9197.76,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,23.59,Toyota,Platinum Etios 1.4 GXD
2849,Mahindra Thar DI 4X4,Mumbai,12646.92,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,18.06,Mahindra,Thar DI 4X4
2850,Land Rover Range Rover HSE Dynamic,Kochi,68722.6,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,12.7,Land Rover,Range Rover HSE Dynamic
2851,BMW 3 Series 320d Highline,Delhi,16096.08,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,16.07,BMW,3 Series 320d Highline
2852,Hyundai Accent GLS,Bangalore,2912.62,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,13.2,Hyundai,Accent GLS
2853,Maruti Celerio ZXI AT,Jaipur,6515.08,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,23.1,Maruti,Celerio ZXI AT
2854,Jaguar XF 2.2 Litre Luxury,Chennai,40623.44,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,16.36,Jaguar,XF 2.2 Litre Luxury
2855,Audi A6 2.7 TDI,Bangalore,34491.6,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,12.4,Audi,A6 2.7 TDI
2856,Nissan Micra Diesel XV,Hyderabad,5058.77,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,23.08,Nissan,Micra Diesel XV
2857,Honda Amaze S i-Vtech,Jaipur,6591.73,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,18.0,Honda,Amaze S i-Vtech
2858,Renault Duster 85PS Diesel RxL Option,Chennai,8048.04,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,19.87,Renault,Duster 85PS Diesel RxL Option
2859,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,18012.28,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,12.99,Toyota,Innova 2.5 G (Diesel) 8 Seater
2860,Honda Amaze E i-Vtech,Ahmedabad,6515.08,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0,Honda,Amaze E i-Vtech
2861,Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,21798.69,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.94,Mercedes-Benz,New C-Class C 250 CDI Elegance
2862,Toyota Etios Liva G,Chennai,6438.43,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,17.71,Toyota,Etios Liva G
2863,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,27976.52,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,11.36,Toyota,Innova Crysta 2.8 GX AT 8S
2864,Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,28359.76,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,15.8,Mercedes-Benz,New C-Class 200 CDI Elegance
2865,Maruti Swift VXI BSIII,Chennai,3679.1,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,16.1,Maruti,Swift VXI BSIII
2866,Maruti Baleno Alpha 1.3,Kolkata,9964.24,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,27.39,Maruti,Baleno Alpha 1.3
2867,Hyundai Santro Xing GL Plus LPG,Hyderabad,4905.47,2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,7.078947368421052,Hyundai,Santro Xing GL Plus LPG
2868,Maruti Celerio VXI AT,Mumbai,6116.51,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1,Maruti,Celerio VXI AT
2869,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,8354.63,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7,Ford,Ecosport 1.5 DV5 MT Ambiente
2870,Tata Manza Aura Quadrajet,Hyderabad,4138.99,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,18.8,Tata,Manza Aura Quadrajet
2871,Honda Jazz 1.5 SV i DTEC,Mumbai,9581.0,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,27.3,Honda,Jazz 1.5 SV i DTEC
2872,Mahindra XUV500 W8 2WD,Coimbatore,20357.71,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,15.1,Mahindra,XUV500 W8 2WD
2873,Nissan Micra Diesel XV Premium,Hyderabad,5671.95,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,23.08,Nissan,Micra Diesel XV Premium
2874,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60567.25,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
2875,Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2146.14,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,19.0,Tata,Manza Aura Plus Quadrajet BS IV
2876,Maruti Swift VDI,Kolkata,5365.36,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9,Maruti,Swift VDI
2877,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,5794.59,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,17.5,Maruti,Swift Dzire 1.2 Lxi BSIV
2878,Tata Indigo eCS LS (TDI) BS-III,Pune,4138.99,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,19.09,Tata,Indigo eCS LS (TDI) BS-III
2879,Honda Amaze S i-Dtech,Kolkata,4905.47,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze S i-Dtech
2880,Maruti Swift VXI BSIV,Delhi,7664.8,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,20.4,Maruti,Swift VXI BSIV
2881,Maruti Ertiga ZDI,Chennai,10730.72,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,20.77,Maruti,Ertiga ZDI
2882,Hyundai Grand i10 Era,Kolkata,4368.94,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 Era
2883,Nissan Micra Active XV,Ahmedabad,6515.08,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,19.69,Nissan,Micra Active XV
2884,Hyundai Grand i10 Asta Option,Bangalore,7511.5,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 Asta Option
2885,Jeep Compass 2.0 Sport,Hyderabad,25907.02,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,17.1,Jeep,Compass 2.0 Sport
2886,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,6515.08,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,22.07,Volkswagen,Polo Diesel Comfortline 1.2L
2887,Honda Amaze S AT i-Vtech,Pune,6653.05,2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,15.5,Honda,Amaze S AT i-Vtech
2888,BMW X3 xDrive20d Advantage Edition,Kolkata,26060.32,2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,16.09,BMW,X3 xDrive20d Advantage Edition
2889,BMW 3 Series 320d Luxury Line,Kochi,43612.71,2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,18.88,BMW,3 Series 320d Luxury Line
2890,Honda City V AT,Kochi,9427.7,2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,15.6,Honda,City V AT
2891,Mahindra Ssangyong Rexton RX5,Kochi,14179.88,2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.83,Mahindra,Ssangyong Rexton RX5
2892,Maruti Swift Dzire LDI,Delhi,7434.86,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,26.59,Maruti,Swift Dzire LDI
2893,Maruti Swift VDI BSIV,Jaipur,7358.21,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,25.2,Maruti,Swift VDI BSIV
2894,Honda Brio S Option MT,Pune,3525.81,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,18.4,Honda,Brio S Option MT
2895,Hyundai Grand i10 Sportz,Mumbai,7281.56,2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 Sportz
2896,Tata Zest Quadrajet 1.3 75PS XM,Pune,7664.8,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,22.95,Tata,Zest Quadrajet 1.3 75PS XM
2897,Hyundai EON Era Plus,Jaipur,3832.4,2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1,Hyundai,EON Era Plus
2898,Hyundai i20 1.2 Spotz,Mumbai,9121.11,2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6,Hyundai,i20 1.2 Spotz
2899,Volvo S60 D4 KINETIC,Delhi,24527.36,2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,9.0,Volvo,S60 D4 KINETIC
2900,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,9427.7,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7,Ford,Ecosport 1.5 DV5 MT Titanium Optional
2901,Maruti Ritz VXI,Hyderabad,6208.49,2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,21.1,Maruti,Ritz VXI
2902,Hyundai i20 1.4 CRDi Magna,Hyderabad,4752.18,2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,21.9,Hyundai,i20 1.4 CRDi Magna
2903,Maruti Dzire VXI,Hyderabad,8415.95,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,22.0,Maruti,Dzire VXI
2904,Porsche Panamera 2010 2013 4S,Coimbatore,65779.31,2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,8.0,Porsche,Panamera 2010 2013 4S
2905,Maruti Swift VDi BSIII W/ ABS,Jaipur,8737.87,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,17.8,Maruti,Swift VDi BSIII W/ ABS
2906,Honda Brio S MT,Kolkata,4368.94,2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,19.4,Honda,Brio S MT
2907,Chevrolet Beat LS,Bangalore,3602.46,2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,18.6,Chevrolet,Beat LS
2908,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,22626.49,2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.0,Hyundai,Creta 1.6 SX Plus Petrol Automatic
2909,Honda City ZX GXi,Pune,3449.16,2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,17.7,Honda,City ZX GXi
2910,Maruti Ritz LXi,Mumbai,5595.3,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,18.5,Maruti,Ritz LXi
2911,Ford EcoSport 1.5 TDCi Trend,Delhi,11113.96,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,22.77,Ford,EcoSport 1.5 TDCi Trend
2912,BMW 3 Series 320d,Hyderabad,16387.34,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,13.2,BMW,3 Series 320d
2913,Hyundai Verna 1.6 SX VTVT,Mumbai,8431.28,2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,17.01,Hyundai,Verna 1.6 SX VTVT
2914,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,7818.1,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,12.8,Toyota,Innova 2.5 G4 Diesel 8-seater
2915,Maruti Wagon R LXI,Mumbai,4982.12,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,22.5,Maruti,Wagon R LXI
2916,Maruti Ertiga VDI,Mumbai,14179.88,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,25.47,Maruti,Ertiga VDI
2917,Maruti Alto LXi BSIII,Hyderabad,2606.03,2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7,Maruti,Alto LXi BSIII
2918,Maruti A-Star Vxi,Kochi,4399.6,2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,19.0,Maruti,A-Star Vxi
2919,BMW X5 3.0d,Bangalore,27210.04,2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,11.0,BMW,X5 3.0d
2920,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,6898.32,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,18.15,Mahindra,KUV 100 G80 K6 Plus 5Str
2921,Hyundai i10 Magna AT,Bangalore,4522.23,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,19.2,Hyundai,i10 Magna AT
2922,Honda Civic 2006-2010 1.8 S AT,Pune,3985.7,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,12.9,Honda,Civic 2006-2010 1.8 S AT
2923,Hyundai i10 Sportz 1.2,Hyderabad,4598.88,2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Sportz 1.2
2924,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,23760.88,2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,14.84,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
2925,Toyota Etios G,Pune,4292.29,2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,17.6,Toyota,Etios G
2926,Honda City 1.5 E MT,Kolkata,3832.4,2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0,Honda,City 1.5 E MT
2927,Maruti Swift Dzire VDI,Bangalore,8814.52,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4,Maruti,Swift Dzire VDI
